I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
-124.288330,-124.683838,-91.374779,-91.373825,123.497314,0.000000,0.000000,0.000000,0.000000,0.000000
-122.711792,-123.107300,-92.614388,-92.615219,121.909790,0.000000,0.000000,0.000000,0.000000,0.000000
-121.102295,-121.503296,-93.830963,-93.831703,120.261841,0.000000,0.000000,0.000000,0.000000,0.000000
-119.426880,-119.844360,-95.024117,-95.024902,118.591919,0.000000,0.000000,0.000000,0.000000,0.000000
-117.740479,-118.168945,-96.193512,-96.194405,116.867065,0.000000,0.000000,0.000000,0.000000,0.000000
-115.993652,-116.433105,-97.338768,-97.337944,115.109253,0.000000,0.000000,0.000000,0.000000,0.000000
-114.208374,-114.658813,-98.459549,-98.459015,113.296509,0.000000,0.000000,0.000000,0.000000,0.000000
-112.390137,-112.846069,-99.555489,-99.555336,111.461792,0.000000,0.000000,0.000000,0.000000,0.000000
-110.533447,-110.994873,-100.626213,-100.626526,109.594116,0.000000,0.000000,0.000000,0.000000,0.000000
-108.654785,-109.121704,-101.671432,-101.670334,107.709961,0.000000,0.000000,0.000000,0.000000,0.000000
-106.737671,-107.226563,-102.690773,-102.690338,105.770874,0.000000,0.000000,0.000000,0.000000,0.000000
-104.804077,-105.287476,-103.683907,-103.684174,103.815308,0.000000,0.000000,0.000000,0.000000,0.000000
-102.832031,-103.326416,-104.650543,-104.651596,101.826782,0.000000,0.000000,0.000000,0.000000,0.000000
-100.827026,-101.326904,-105.590294,-105.590294,99.810791,0.000000,0.000000,0.000000,0.000000,0.000000
-98.800049,-99.310913,-106.502914,-106.503891,97.778320,0.000000,0.000000,0.000000,0.000000,0.000000
-96.751099,-97.267456,-107.388092,-107.388168,95.723877,0.000000,0.000000,0.000000,0.000000,0.000000
-94.685669,-95.207520,-108.245537,-108.244728,93.636475,0.000000,0.000000,0.000000,0.000000,0.000000
-92.587280,-93.103638,-109.074898,-109.075279,91.532593,0.000000,0.000000,0.000000,0.000000,0.000000
-90.466919,-91.010742,-109.875931,-109.875603,89.390259,0.000000,0.000000,0.000000,0.000000,0.000000
-88.319092,-88.851929,-110.648338,-110.647392,87.236938,0.000000,0.000000,0.000000,0.000000,0.000000
-86.143799,-86.693115,-111.391869,-111.392288,85.067139,0.000000,0.000000,0.000000,0.000000,0.000000
-83.979492,-84.517822,-112.106216,-112.106163,82.880859,0.000000,0.000000,0.000000,0.000000,0.000000
-81.776733,-82.331543,-112.791183,-112.792633,80.672607,0.000000,0.000000,0.000000,0.000000,0.000000
-79.562988,-80.117798,-113.446442,-113.445564,78.453369,0.000000,0.000000,0.000000,0.000000,0.000000
-77.332764,-77.887573,-114.071800,-114.070633,76.206665,0.000000,0.000000,0.000000,0.000000,0.000000
-75.091553,-75.651855,-114.667007,-114.667549,73.987427,0.000000,0.000000,0.000000,0.000000,0.000000
-72.861328,-73.427124,-115.231842,-115.232162,71.740723,0.000000,0.000000,0.000000,0.000000,0.000000
-70.625610,-71.180420,-115.766060,-115.766251,69.499512,0.000000,0.000000,0.000000,0.000000,0.000000
-68.367920,-68.939209,-116.269455,-116.267586,67.241821,0.000000,0.000000,0.000000,0.000000,0.000000
-66.104736,-66.670532,-116.741821,-116.741890,64.956665,0.000000,0.000000,0.000000,0.000000,0.000000
-63.808594,-64.385376,-117.182961,-117.183037,62.671509,0.000000,0.000000,0.000000,0.000000,0.000000
-61.528931,-62.089233,-117.592682,-117.592812,60.347900,0.000000,0.000000,0.000000,0.000000,0.000000
-59.205322,-59.782104,-117.970787,-117.971039,58.068237,0.000000,0.000000,0.000000,0.000000,0.000000
-56.925659,-57.496948,-118.317108,-118.317513,55.772095,0.000000,0.000000,0.000000,0.000000,0.000000
-54.635010,-55.195313,-118.631500,-118.632080,53.503418,0.000000,0.000000,0.000000,0.000000,0.000000
-52.382813,-52.943115,-118.913765,-118.912628,51.256714,0.000000,0.000000,0.000000,0.000000,0.000000
-50.147095,-50.696411,-119.163788,-119.162910,49.037476,0.000000,0.000000,0.000000,0.000000,0.000000
